B_dom,B_cod,A_dom,A_cod,count,probability
音楽,回る,女性,飛ぶ,116,0.116
音楽,回る,儚い,羽,19,0.019
音楽,回る,美しい,飛ぶ,54,0.054
音楽,回る,儚い,飛ぶ,40,0.04
音楽,回る,美しい,空,19,0.019
音楽,回る,美しい,花,4,0.004
音楽,回る,女性,空,36,0.036
音楽,回る,花,儚い,12,0.012
音楽,回る,舞う,飛ぶ,9,0.009
音楽,回る,儚い,空,6,0.006
音楽,回る,舞う,儚い,9,0.009
音楽,回る,儚い,舞う,14,0.014
音楽,回る,女性,羽,2,0.002
音楽,回る,女性,舞う,52,0.052
音楽,回る,花,舞う,7,0.007
音楽,回る,美しい,舞う,25,0.025
音楽,回る,儚い,美しい,7,0.007
音楽,回る,美しい,羽,13,0.013
音楽,回る,飛ぶ,儚い,10,0.01
音楽,回る,女性,花,14,0.014
音楽,回る,飛ぶ,美しい,4,0.004
音楽,回る,花,美しい,5,0.005
音楽,回る,花,飛ぶ,31,0.031
音楽,回る,花,羽,3,0.003
音楽,回る,飛ぶ,舞う,1,0.001
音楽,回る,美しい,儚い,10,0.01
音楽,回る,空,儚い,9,0.009
音楽,回る,舞う,羽,4,0.004
音楽,回る,儚い,花,3,0.003
音楽,回る,儚い,女性,6,0.006
音楽,回る,舞う,空,5,0.005
音楽,回る,空,花,1,0.001
音楽,回る,女性,儚い,12,0.012
音楽,回る,舞う,美しい,4,0.004
音楽,回る,花,女性,5,0.005
音楽,回る,空,飛ぶ,7,0.007
音楽,回る,花,空,5,0.005
音楽,回る,美しい,女性,5,0.005
音楽,回る,女性,美しい,7,0.007
音楽,回る,舞う,女性,2,0.002
音楽,回る,飛ぶ,花,2,0.002
音楽,回る,空,舞う,2,0.002
音楽,回る,飛ぶ,女性,3,0.003
音楽,回る,飛ぶ,空,1,0.001
音楽,回る,舞う,花,1,0.001
音楽,回る,NA,NA,394,0.394
踊り子,回る,蝶,飛ぶ,257,0.257
踊り子,回る,蝶,羽,41,0.041
踊り子,回る,蝶,空,72,0.072
踊り子,回る,蝶,花,25,0.025
踊り子,回る,蝶,儚い,62,0.062
踊り子,回る,蝶,舞う,101,0.101
踊り子,回る,蝶,美しい,27,0.027
踊り子,回る,蝶,女性,21,0.021
踊り子,回る,NA,NA,394,0.394
踊り子,音楽,蝶,女性,239,0.239
踊り子,音楽,蝶,儚い,95,0.095
踊り子,音楽,蝶,美しい,130,0.13
踊り子,音楽,蝶,花,68,0.068
踊り子,音楽,蝶,舞う,34,0.034
踊り子,音楽,蝶,飛ぶ,21,0.021
踊り子,音楽,蝶,空,19,0.019
踊り子,音楽,NA,NA,394,0.394
