B_dom,B_cod,A_dom,A_cod,count,probability
回る,音楽,空,女性,39,0.039
回る,音楽,飛ぶ,儚い,46,0.046
回る,音楽,飛ぶ,舞う,15,0.015
回る,音楽,飛ぶ,美しい,58,0.058
回る,音楽,空,美しい,24,0.024
回る,音楽,花,儚い,8,0.008
回る,音楽,飛ぶ,女性,105,0.105
回る,音楽,羽,美しい,13,0.013
回る,音楽,儚い,舞う,7,0.007
回る,音楽,飛ぶ,花,25,0.025
回る,音楽,儚い,花,9,0.009
回る,音楽,舞う,花,11,0.011
回る,音楽,飛ぶ,空,10,0.01
回る,音楽,空,舞う,3,0.003
回る,音楽,美しい,空,2,0.002
回る,音楽,美しい,女性,9,0.009
回る,音楽,舞う,女性,42,0.042
回る,音楽,儚い,女性,24,0.024
回る,音楽,花,女性,7,0.007
回る,音楽,羽,女性,7,0.007
回る,音楽,儚い,美しい,5,0.005
回る,音楽,空,飛ぶ,4,0.004
回る,音楽,舞う,儚い,18,0.018
回る,音楽,舞う,美しい,23,0.023
回る,音楽,空,儚い,9,0.009
回る,音楽,羽,飛ぶ,2,0.002
回る,音楽,美しい,花,2,0.002
回る,音楽,女性,美しい,3,0.003
回る,音楽,美しい,舞う,6,0.006
回る,音楽,羽,儚い,18,0.018
回る,音楽,空,花,1,0.001
回る,音楽,女性,花,5,0.005
回る,音楽,花,舞う,2,0.002
回る,音楽,女性,儚い,9,0.009
回る,音楽,女性,舞う,1,0.001
回る,音楽,女性,飛ぶ,2,0.002
回る,音楽,羽,舞う,5,0.005
回る,音楽,儚い,飛ぶ,5,0.005
回る,音楽,儚い,空,5,0.005
回る,音楽,美しい,儚い,8,0.008
回る,音楽,女性,空,3,0.003
回る,音楽,舞う,空,4,0.004
回る,音楽,舞う,飛ぶ,1,0.001
回る,音楽,羽,花,2,0.002
回る,音楽,花,飛ぶ,3,0.003
回る,音楽,美しい,飛ぶ,3,0.003
回る,音楽,花,美しい,1,0.001
回る,音楽,花,空,1,0.001
回る,音楽,羽,空,1,0.001
回る,音楽,NA,NA,384,0.384
踊り子,回る,蝶,空,80,0.08
踊り子,回る,蝶,飛ぶ,259,0.259
踊り子,回る,蝶,花,22,0.022
踊り子,回る,蝶,羽,48,0.048
踊り子,回る,蝶,儚い,55,0.055
踊り子,回る,蝶,舞う,99,0.099
踊り子,回る,蝶,美しい,30,0.03
踊り子,回る,蝶,女性,23,0.023
踊り子,回る,NA,NA,384,0.384
踊り子,音楽,蝶,女性,233,0.233
踊り子,音楽,蝶,儚い,116,0.116
踊り子,音楽,蝶,舞う,39,0.039
踊り子,音楽,蝶,美しい,127,0.127
踊り子,音楽,蝶,花,55,0.055
踊り子,音楽,蝶,空,26,0.026
踊り子,音楽,蝶,飛ぶ,20,0.02
踊り子,音楽,NA,NA,384,0.384
